"session_id","shiny_token","ts","client_ts","hovering"
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:32:22.941",1788283942935,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:32:24.826",1788283944020,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:32:25.043",1788283944873,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:32:25.450",1788283945443,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:32:26.354",1788283946209,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:32:26.417",1788283946407,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:32:29.860",1788283948094,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:32:45.546",1788283965539,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:04.534",1788283984527,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:04.903",1788283984875,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:11.071",1788283991050,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:11.289",1788283991272,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.217",1788283991785,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.232",1788283991901,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.240",1788283991967,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.256",1788283992009,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.273",1788283992268,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.313",1788283992301,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.374",1788283992368,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.406",1788283992401,FALSE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.666",1788283992518,TRUE
"b7f166dc614e307bf3b63f13ceb288fa","b7f166dc614e307bf3b63f13ceb288fa","2026-09-01 17:33:12.683",1788283992525,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:20.620",1788284360581,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:26.370",1788284363329,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:29.605",1788284368972,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:29.658",1788284368972,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:29.986",1788284369726,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:30.017",1788284369743,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:34.066",1788284373258,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:34.102",1788284373300,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:34.121",1788284373324,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:34.139",1788284373390,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:37.780",1788284377255,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:37.820",1788284377257,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:37.835",1788284377285,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:37.858",1788284377305,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:37.891",1788284377438,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:37.909",1788284377450,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:37.932",1788284377540,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:37.970",1788284377555,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:54.238",1788284394197,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:39:58.220",1788284398146,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:21.498",1788284421483,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:21.562",1788284421533,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:21.935",1788284421699,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:21.965",1788284421854,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:21.993",1788284421932,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:22.038",1788284421943,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:22.498",1788284422282,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:27.534",1788284422735,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:27.550",1788284422815,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:27.591",1788284422932,FALSE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:27.610",1788284422948,TRUE
"4d8d1fe18b2b978414078d20ec4e745b","4d8d1fe18b2b978414078d20ec4e745b","2026-09-01 17:40:27.654",1788284423231,FALSE
